Produced Item Name,Crafting WorkBench,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Paper Roll,Breakdown,2,,Breakdown,1 Daedric Craftsmanship,
Paper Roll,Breakdown,2,,Breakdown,"1 Charwich-Koniinge Letters, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,"1 The Wolf Queen, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,"1 The Song of Pelinal, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,"1 Daynas Valen's Journal, Part 1",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 29",
Paper Roll,Breakdown,2,,Breakdown,"1 The Xal-Gosleigh Letters, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Shalidor's Insights,
Paper Roll,Breakdown,2,,Breakdown,1 How to Sell Your Sister,
Paper Roll,Breakdown,2,,Breakdown,1 Daughter of the Niben,
Paper Roll,Breakdown,2,,Breakdown,"1 The Wolf Queen, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,"1 16 Accords of Madness, Vol. 12",
Paper Roll,Breakdown,2,,Breakdown,1 The House of Troubles,
Paper Roll,Breakdown,2,,Breakdown,1 Purloined Shadows,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Arondil's, Part 3",
Paper Roll,Breakdown,2,,Breakdown,"1 Fall of Vitharn, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Research Log,
Paper Roll,Breakdown,2,,Breakdown,1 Olaf and the Dragon,
Paper Roll,Breakdown,2,,Breakdown,1 Killing - Before You're Killed,
Paper Roll,Breakdown,2,,Breakdown,1 Legal Basics,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Raleth Eldri's Notes on Kagrumez,
Paper Roll,Breakdown,2,,Breakdown,"1 Book of Daedra, The",
Paper Roll,Breakdown,2,,Breakdown,"1 Mystery of Talara, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Standing Stones,
Paper Roll,Breakdown,2,,Breakdown,1 Breathing Water,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Bruma,
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 6",
Paper Roll,Breakdown,2,,Breakdown,"1 A Tale of Kieran, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 32",
Paper Roll,Breakdown,2,,Breakdown,1 Vernaccus and Bourlor,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to the Imperial City,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 09",
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 The Xal-Gosleigh Letters, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Valerica's,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ralis Sedarys, Vol. 22",
Paper Roll,Breakdown,2,,Breakdown,1 Nord Hero Crossbow Crafting Manual,
Paper Roll,Breakdown,2,,Breakdown,"1 Shor, Son of Shor",
Paper Roll,Breakdown,2,,Breakdown,"1 Thirsk, A Revised History",
Paper Roll,Breakdown,2,,Breakdown,"1 History of Raven Rock, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Of Jephre,
Paper Roll,Breakdown,2,,Breakdown,1 Stormcloak Crossbow Crafting Manual,
Paper Roll,Breakdown,2,,Breakdown,"1 Dwarves, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 Fall of Vitharn, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 War of the First Council,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Ildari's,
Paper Roll,Breakdown,2,,Breakdown,1 Biography of the Wolf Queen,
Paper Roll,Breakdown,2,,Breakdown,1 Daedric Dagger,
Paper Roll,Breakdown,2,,Breakdown,"1 Brief History of the Empire, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,"1 Songs of the Return, Vol. 07",
Paper Roll,Breakdown,2,,Breakdown,1 Necromancer's Moon,
Paper Roll,Breakdown,2,,Breakdown,1 Lost Legends,
Paper Roll,Breakdown,2,,Breakdown,1 Harvest's End,
Paper Roll,Breakdown,2,,Breakdown,1 Spirit of the Daedra,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Discovering Ruunvald, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,1 Recipe: Healing Poultice,
Paper Roll,Breakdown,2,,Breakdown,1 Guide to Bravil,
Paper Roll,Breakdown,2,,Breakdown,1 Hiding with the Shadow,
Paper Roll,Breakdown,2,,Breakdown,1 Uncommon Taste - Signed,
Paper Roll,Breakdown,2,,Breakdown,1 The Wispmother,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 09",
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Ralis Sedarys, Vol. 20",
Paper Roll,Breakdown,2,,Breakdown,1 Progress of Truth,
Paper Roll,Breakdown,2,,Breakdown,1 Nchunak's Fire and Faith,
Paper Roll,Breakdown,2,,Breakdown,1 The Origin of the Mages Guild,
Paper Roll,Breakdown,2,,Breakdown,1 On Apocrypha: Boneless Limbs,
Paper Roll,Breakdown,2,,Breakdown,"1 Vampires of the Iliac Bay, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 The Windhelm Letters,
Paper Roll,Breakdown,2,,Breakdown,1 Antecedents of Dwemer Law,
Paper Roll,Breakdown,2,,Breakdown,1 Treatise on Ayleidic Cities,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 03",
Paper Roll,Breakdown,2,,Breakdown,1 The Craftsman's Manual,
Paper Roll,Breakdown,2,,Breakdown,1 The Book of Life and Service,
Paper Roll,Breakdown,2,,Breakdown,1 Book - Adonato's,
Paper Roll,Breakdown,2,,Breakdown,1 A Scholar's Guide to Nymphs,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Hajvarr's,
Paper Roll,Breakdown,2,,Breakdown,1 Withershins,
Paper Roll,Breakdown,2,,Breakdown,1 Power of the Elements,
Paper Roll,Breakdown,2,,Breakdown,1 Of the Cyrodiilian Tongue,
Paper Roll,Breakdown,2,,Breakdown,1 Chimarvamidium,
Paper Roll,Breakdown,2,,Breakdown,"1 The Xal-Gosleigh Letters, Vol. 7",
Paper Roll,Breakdown,2,,Breakdown,1 Trials of St. Alessia,
Paper Roll,Breakdown,2,,Breakdown,"1 The Red Year, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 Incident at Necrom,
Paper Roll,Breakdown,2,,Breakdown,"1 Dwemer Inquiries, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Runil's Journal,
Paper Roll,Breakdown,2,,Breakdown,1 Brothers of Darkness,
Paper Roll,Breakdown,2,,Breakdown,1 The Legendary Scourge,
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 12 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,1 Home Decorating Guide - Riften,
Paper Roll,Breakdown,2,,Breakdown,"1 Journal - Cicero's, Part 4",
Paper Roll,Breakdown,2,,Breakdown,1 The Madness of Pelagius,
Paper Roll,Breakdown,2,,Breakdown,1 Advances in Lockpicking,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Spider Experiments,
Paper Roll,Breakdown,2,,Breakdown,"1 Feyfolken, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 The Secrets of Ragnvald,
Paper Roll,Breakdown,2,,Breakdown,1 The Bothdorji Scroll,
Paper Roll,Breakdown,2,,Breakdown,1 Agrius' Journal,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Karan's,
Paper Roll,Breakdown,2,,Breakdown,1 An Elytra's Life,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 08: Last Seed",
Paper Roll,Breakdown,2,,Breakdown,"1 Vehk's Teaching, Vol. 4",
Paper Roll,Breakdown,2,,Breakdown,"1 The Real Barenziah, Vol. 10 (Unabridged)",
Paper Roll,Breakdown,2,,Breakdown,"1 The Song of Pelinal, Vol. 5",
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 15",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Merilar's,
Paper Roll,Breakdown,2,,Breakdown,1 Magic from the Sky,
Paper Roll,Breakdown,2,,Breakdown,1 Pension of the Ancestor Moth,
Paper Roll,Breakdown,2,,Breakdown,1 The Red Kitchen Reader,
Paper Roll,Breakdown,2,,Breakdown,1 Shalidor's Insights,
Paper Roll,Breakdown,2,,Breakdown,"1 A Dance in Fire, Vol. 3",
Paper Roll,Breakdown,2,,Breakdown,1 Lycanthropic Legends of Skyrim,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Arvel's,
Paper Roll,Breakdown,2,,Breakdown,1 Final Lesson,
Paper Roll,Breakdown,2,,Breakdown,1 The Great War,
Paper Roll,Breakdown,2,,Breakdown,"1 Brief History of the Empire, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - J'zhar's,
Paper Roll,Breakdown,2,,Breakdown,1 The Old Ways,
Paper Roll,Breakdown,2,,Breakdown,1 A Children's Anuad,
Paper Roll,Breakdown,2,,Breakdown,"1 King Edward, Vol. 10",
Paper Roll,Breakdown,2,,Breakdown,1 Silence,
Paper Roll,Breakdown,2,,Breakdown,1 King Olaf's Verse,
Paper Roll,Breakdown,2,,Breakdown,1 Bark and Sap,
Paper Roll,Breakdown,2,,Breakdown,1 Followers of the Gray Fox,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Merchant's,
Paper Roll,Breakdown,2,,Breakdown,1 The Apprentice's Assistant,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Faded,
Paper Roll,Breakdown,2,,Breakdown,1 Arkay the Enemy,
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Medresi's,
Paper Roll,Breakdown,2,,Breakdown,1 Fragment: On Artaeum,
Paper Roll,Breakdown,2,,Breakdown,1 Ghraewaj and the Harpies,
Paper Roll,Breakdown,2,,Breakdown,1 Songs of Skyrim,
Paper Roll,Breakdown,2,,Breakdown,"1 The Nightingales, Vol. 1",
Paper Roll,Breakdown,2,,Breakdown,1 Red Eagle's Rite,
Paper Roll,Breakdown,2,,Breakdown,1 The War of Betony - Fav'te,
Paper Roll,Breakdown,2,,Breakdown,1 Dragon Language: Myth No More,
Paper Roll,Breakdown,2,,Breakdown,1 Journal of a Madman,
Paper Roll,Breakdown,2,,Breakdown,1 Special Flora of Tamriel,
Paper Roll,Breakdown,2,,Breakdown,1 Gods and Worship,
Paper Roll,Breakdown,2,,Breakdown,1 Myth or Menace?,
Paper Roll,Breakdown,2,,Breakdown,1 A Tragedy in Black,
Paper Roll,Breakdown,2,,Breakdown,"1 36 Lessons of Vivec, Sermon 08",
Paper Roll,Breakdown,2,,Breakdown,1 Journal - Kyr's,
Paper Roll,Breakdown,2,,Breakdown,"1 Mythic Dawn Commentaries, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 The Diary of Faire Agarwen,
Paper Roll,Breakdown,2,,Breakdown,1 Imperial Report on Saarthal,
Paper Roll,Breakdown,2,,Breakdown,"1 2920, Vol. 10: Frostfall",
Paper Roll,Breakdown,2,,Breakdown,"1 The Black Arrow, Vol. 2",
Paper Roll,Breakdown,2,,Breakdown,1 The Epic of the Grey Falcon,
Paper Roll,Breakdown,2,,Breakdown,1 Ruined Book,
Pelt: Bear,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Bear (Fine),
Pelt: Bear (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Bear (Flawless),
Pelt: Boar,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Boar (Fine),
Pelt: Boar (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Boar (Flawless),
Pelt: Cave Bear,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Cave Bear (Fine),
Pelt: Cave Bear (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Cave Bear (Flawless),
Pelt: Cow,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Cow (Fine),
Pelt: Cow (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Cow (Flawless),
Pelt: Deer,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Deer (Fine),
Pelt: Deer (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Deer (Flawless),
Pelt: Elk,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Elk (Fine),
Pelt: Elk (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Elk (Flawless),
Pelt: Fox,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Fox (Fine),
Pelt: Fox (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Fox (Flawless),
Pelt: Frost Troll,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Frost Troll (Fine),
Pelt: Frost Troll (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Frost Troll (Flawless),
Pelt: Goat,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Goat (Fine),
Pelt: Goat (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Goat (Flawless),
Pelt: Horse,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Horse (Fine),
Pelt: Horse (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Horse (Flawless),
Pelt: Ice Wolf,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Ice Wolf (Fine),
Pelt: Ice Wolf (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Ice Wolf (Flawless),
Pelt: Mammoth Section,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Mammoth Section (Fine),
Pelt: Mammoth Section (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Mammoth Section (Flawless),
Pelt: Sabre Cat,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Sabre Cat (Fine),
Pelt: Sabre Cat (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Sabre Cat (Flawless),
Pelt: Skeever,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Skeever (Fine),
Pelt: Skeever (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Skeever (Flawless),
Pelt: Snow Bear,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Snow Bear (Fine),
Pelt: Snow Bear (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Snow Bear (Flawless),
Pelt: Snow Fox,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Snow Fox (Fine),
Pelt: Snow Fox (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Snow Fox (Flawless),
Pelt: Snowy Sabre Cat,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Snowy Sabre Cat (Fine),
Pelt: Snowy Sabre Cat (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Snowy Sabre Cat (Flawless),
Pelt: Troll,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Troll (Fine),
Pelt: Troll (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Troll (Flawless),
Pelt: Vale Deer,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Vale Deer (Fine),
Pelt: Vale Deer (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Vale Deer (Flawless),
Pelt: Vale Sabre Cat,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Vale Sabre Cat (Fine),
Pelt: Vale Sabre Cat (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Vale Sabre Cat (Flawless),
Pelt: Werewolf,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Werewolf (Fine),
Pelt: Werewolf (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Werewolf (Flawless),
Pelt: Wolf,Tanning Rack,2,Craftsmanship,Tanning Rack,1 Pelt: Wolf (Fine),
Pelt: Wolf (Fine),Tanning Rack,2,,Tanning Rack,1 Pelt: Wolf (Flawless),
Penitus Oculatus Boots,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Penitus Oculatus Bracers,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Penitus Oculatus Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Penitus Oculatus Helmet,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Peridot,Forge,1,Advanced Blacksmithing,Forge,1 Gem: Peridot (Rough),
Pet Bait: Fox (Strange Brew),Cook pot,1,,Cook pot,1 Raw Chicken Breast 1 Strange Brew,Brewing Skill Greater or Equal to 2
Pet Bait: Rabbit (Strange Brew),Cook pot,1,,Cook pot,1 Carrot 1 Strange Brew,Brewing Skill Greater or Equal to 1
Pet Bait: Wolf (Strange Brew),Cook pot,1,,Cook pot,1 Strange Brew 1 Raw Elk Meat,Brewing Skill Greater or Equal to 0
Pet Bait: Wolf (Strange Brew),Cook pot,1,,Cook pot,1 Raw Venison 1 Strange Brew,Brewing Skill Greater or Equal to 0
Pheasant Jerky,Cook pot,15,,Cook pot,30 Salt 5 Raw Pheasant Breast,
Pheasant Jerky,Cook pot,3,,Cook pot,6 Salt 1 Raw Pheasant Breast,
Poacher's Axe,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Iron,
Poison of Fear (Remarkable),Cook pot,2,,Cook pot,1 Dragon's Blood,
Poisoner's Stew,Cook pot,5,,Cook pot,5 Nightshade 5 Raw Chaurus Meat 5 Chaurus Venom (Crude),
Poisoner's Stew,Cook pot,1,,Cook pot,1 Nightshade 1 Raw Chaurus Meat 1 Chaurus Venom (Crude),
Polished Bear Eye,Player Crafting,1,,Player Crafting,1 Bear Eye,Forage Skill Greater or Equal to 3
Polished Boar Eye,Player Crafting,1,,Player Crafting,1 Boar Eye,Forage Skill Greater or Equal to 2
Polished Dragon Eye,Player Crafting,1,,Player Crafting,1 Dragon Eye,Forage Skill Greater or Equal to 5
Polished Fox Eye,Player Crafting,1,,Player Crafting,1 Fox Eye,Forage Skill Greater or Equal to 1
Polished Hare Eye,Player Crafting,1,,Player Crafting,1 Hare Eye,Forage Skill Greater or Equal to 1
Polished Ivory,Player Crafting,3,,Player Crafting,1 Mammoth Tusk,
Polished Ivory,Player Crafting,2,,Player Crafting,1 Boar Tusk,Forage Skill Greater or Equal to 1
Polished Ivory,Player Crafting,6,,Player Crafting,1 Mammoth Tusk (Superlative),
Polished Ivory,Player Crafting,1,,Player Crafting,1 Horker Tusk,Forage Skill Greater or Equal to 1
Polished Mammoth Eye,Player Crafting,1,,Player Crafting,1 Mammoth Eye,Forage Skill Greater or Equal to 4
Polished Sabre Cat Eye,Player Crafting,1,,Player Crafting,1 Sabre Cat Eye,Forage Skill Greater or Equal to 2
Polished Slaughterfish Scales,Player Crafting,1,,Player Crafting,1 Slaughterfish Scales,Forage Skill Greater or Equal to 1
Polished Troll Eye,Player Crafting,1,,Player Crafting,1 Troll Eye,Forage Skill Greater or Equal to 4
Polished Werewolf Eye,Player Crafting,1,,Player Crafting,1 Werewolf Eye,Forage Skill Greater or Equal to 3
Polished Wolf Eye,Player Crafting,1,,Player Crafting,1 Wolf Eye,Forage Skill Greater or Equal to 2
Portable Enchanting Supplies,Player Crafting,1,Enchanter's Insight,Player Crafting,1 Troll Skull 4 Spriggan Sap 1 Gem: Amethyst (Flawless),
Potato Bread,Oven,1,,Oven,1 Salt 1 Potato 1 Flour 1 Glass Bottle (Water),
Potato Crab Chowder,Cook pot,1,,Cook pot,1 Potato 1 Bottled Milk 1 Butter 1 Raw Mudcrab Meat,
Potato Soup,Cook pot,1,,Cook pot,5 Salt 5 Potato 5 Glass Bottle (Water),
Potato Soup,Cook pot,1,,Cook pot,1 Salt 1 Potato 1 Glass Bottle (Water),
Potent Enchanters Infusion,Forge,1,Enchantment Mastery,Forge,8 Soul Gem: Grand (Filled) 6 Fire Salts 6 Frost Salts 6 Void Salts,
Potent Enchanters Infusion,Player Crafting,1,Enchantment Mastery,Player Crafting,8 Soul Gem: Grand (Filled) 6 Fire Salts 6 Frost Salts 6 Void Salts,
Potion of Arcane Metabolisis,Cook pot,2,,Cook pot,2 Polished Fox Eye 1 Dragon's Blood,Forage Skill Greater or Equal to 3
Potion of Boneblood,Cook pot,1,,Cook pot,10 Bone Meal 1 Blood of the Hunt (Strange Brew),Forage Skill Greater or Equal to 1
Potion of Hircine's Agony (Strange Brew),Cook pot,2,,Cook pot,1 Nord Mead 2 Wolf Claws 2 Buck Antlers (Superlative),Brewing Skill Greater or Equal to 0
Potion of Hircine's Cloak (Strange Brew),Cook pot,2,,Cook pot,1 Wolf Heart 2 Polished Sabre Cat Eye,Brewing Skill Greater or Equal to 1
Powdered Albino Spider Pod,Player Crafting,5,,Player Crafting,1 Albino Spider Pod,Forage Skill Greater or Equal to 3
Powdered Antler,Player Crafting,2,,Player Crafting,1 Doe Antlers (Superlative),
Powdered Antler,Player Crafting,4,,Player Crafting,1 Buck Antlers (Superlative),
Powdered Antler,Player Crafting,1,,Player Crafting,1 Doe Antlers,
Powdered Antler,Player Crafting,3,,Player Crafting,1 Buck Antlers,
Powdered Bone Hawk Beak,Player Crafting,1,,Player Crafting,1 Bone Hawk Skull,Forage Skill Greater or Equal to 3
Powdered Bone Hawk Claw,Player Crafting,1,,Player Crafting,1 Bone Hawk Claw,Forage Skill Greater or Equal to 3
Powdered Canine Teeth,Player Crafting,1,,Player Crafting,5 Canine Tooth,Forage Skill Greater or Equal to 5
Powdered Charcoal,Player Crafting,1,,Player Crafting,1 Charcoal,Forage Skill Greater or Equal to 3
Powdered Charcoal,Player Crafting,1,,Player Crafting,1 Charcoal,Forage Skill Greater or Equal to 3
Powdered Chaurus Chitin,Player Crafting,5,,Player Crafting,1 Chaurus Chitin,Forage Skill Greater or Equal to 3
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Sword (Crude),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Cuirass (Good),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Boots (Crude),
Powdered Chitin Plate,Breakdown,7,,Breakdown,1 Falmer Heavy Cuirass (Good),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Boots (Good),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Light Bow (Crude),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Gauntlets (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Helm (Good),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Shield (Crude),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Gauntlets (Crude),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Boots (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Sword (Good),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Bracers (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Waraxe (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Helm (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Sword (Superlative),
Powdered Chitin Plate,Breakdown,7,,Breakdown,1 Falmer Heavy Cuirass (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Waraxe (Good),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Shield (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Light Bow (Good),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Helmet (Crude),
Powdered Chitin Plate,Breakdown,7,,Breakdown,1 Falmer Heavy Cuirass (Crude),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Waraxe (Crude),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Shield  (Good),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Helmet (Good),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Bracers (Good),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Cuirass (Crude),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Gauntlets (Good),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Light Bow (Superlative),
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Boots (Superlative),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Boots (Good),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Bracers (Crude),
Powdered Chitin Plate,Breakdown,2,,Breakdown,1 Falmer Cuirass (Superlative),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Helmet (Superlative),
Powdered Chitin Plate,Breakdown,1,,Breakdown,1 Falmer Boots (Crude),
Powdered Chitin Plate,Player Crafting,3,,Player Crafting,1 Chitin Plate,Forage Skill Greater or Equal to 3
Powdered Chitin Plate,Breakdown,3,,Breakdown,1 Falmer Heavy Helm (Crude),
Powdered Dragon Scales,Breakdown,2,,Breakdown,1 Dragon Scales,Forage Skill Greater or Equal to 5
Powdered Goat Horn,Breakdown,2,,Breakdown,1 Goat Horns,Forage Skill Greater or Equal to 1
Powdered Horker Tusk,Breakdown,3,,Breakdown,1 Horker Tusk,Forage Skill Greater or Equal to 1
Powdered Mammoth Tusk,Player Crafting,1,,Player Crafting,1 Mammoth Tusk,
Powdered Mudcrab Chitin,Player Crafting,2,,Player Crafting,1 Large Mudcrab Chitin,Forage Skill Greater or Equal to 1
Powdered Shellbug Chitin,Player Crafting,3,,Player Crafting,1 Shellbug Chitin,Forage Skill Greater or Equal to 3
Powdered Shellbug Chitin,Breakdown,2,,Breakdown,1 Shellbug Helmet (Superlative),
Powdered Shellbug Chitin,Breakdown,2,,Breakdown,1 Shellbug Helmet (Good),
Powdered Shellbug Chitin,Breakdown,2,,Breakdown,1 Shellbug Helmet (Crude),
Predator's Grace,Armor Table,1,Craftsmanship,Armor Table,1 Leather,
Predator's Price,Cook pot,4,,Cook pot,5 Garlic 5 Raw Venison 5 Raw Bear Meat 5 Raw Wolf Meat 5 Glass Bottle (Water),
Predator's Price,Cook pot,4,,Cook pot,1 Garlic 1 Raw Venison 1 Raw Bear Meat 1 Raw Wolf Meat 1 Glass Bottle (Water),
Queen Bee Statue,Player Crafting,1,,Player Crafting,2 Polished Ivory 1 Gold Paint,Forage Skill Greater or Equal to 3
Quicksilver Boots,Forge,1,Nordic Blacksmithing,Forge,1 Ingot: Orichalcum 2 Leather Strips 3 Ingot: Galatite 2 Fur Plate,
Quicksilver Boots,Armor Table,1,Nordic Blacksmithing,Armor Table,1 Ingot: Galatite,
Quicksilver Boots,Forge,1,Nordic Blacksmithing,Forge,1 Ingot: Orichalcum 2 Leather Strips 3 Ingot: Galatite,
Quicksilver Boots,Forge,1,Nordic Blacksmithing,Forge,1 Pelt: Cave Bear 1 Ingot: Orichalcum 2 Leather Strips 3 Ingot: Galatite,
Quicksilver Cuirass,Forge,1,Nordic Blacksmithing,Forge,2 Ingot: Orichalcum 4 Leather Strips 2 Leather 5 Ingot: Galatite,
Quicksilver Cuirass,Armor Table,1,Nordic Blacksmithing,Armor Table,1 Ingot: Galatite,
Quicksilver Cuirass,Forge,1,Nordic Blacksmithing,Forge,1 Pelt: Cave Bear 2 Ingot: Orichalcum 4 Leather Strips 2 Leather 5 Ingot: Galatite,
